Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Thw out,Fhp,Thp-sup,Thp-ret,Qhp,Php.1,Pbld
14/07/2016 15:15:00,14.1697928061,20.1064616667,24.25239,0.0823333333,5653000,24.4666666667,23.8666666667,39.9,4,43.9666666667,23.8666666667,3718000,87,55
14/07/2016 15:30:00,14.3086404967,20.8120683333,24.28236,0.0823333333,5653000,23.8666666667,23.7666666667,39.9,0,41.8666666667,24.1666666667,3718000,0,10
14/07/2016 15:45:00,14.2205342336,20.5557866667,24.32898,0.0826666667,5653000,23.8,23.6333333333,39.9,0,40.2,24.6,3718000,0,15
14/07/2016 16:00:00,14.2271412784,20.5025333333,24.35895,0.0833333333,5653000,23.8,23.6,39.9,0,38.4333333333,25.0666666667,3718000,0,19
14/07/2016 16:15:00,14.2594353589,20.938545,24.3756,82,5653000,23.7333333333,23.5333333333,39.9,0,36.8666666667,25.5,3718000,0,19
14/07/2016 16:30:00,14.2582325839,21.3113183333,24.4089,82,5653000,23.7,23.5,39.9,0,35.4333333333,25.8,3718000,0,19
14/07/2016 16:45:00,14.28631213,21.258065,24.47883,0.0816666667,5653000,23.7,23.5,39.9,0,34.4333333333,26.0333333333,3718000,0,19
14/07/2016 17:00:00,14.2251843892,21.1548866667,24.50547,82,5653000,23.7,23.5,39.9,0,33.8,26.2,3718000,0,19
14/07/2016 17:15:00,14.2398708219,20.9352166667,24.52545,0.0826666667,5653000,23.7,23.5,39.9,0,33.4,26.3666666667,3718000,0,19
14/07/2016 17:30:00,12.0393500773,20.8220533333,24.5421,83,5653000,23.9666666667,23.6,39.9,0,33.0333333333,26.4333333333,3718000,0,20
14/07/2016 17:45:00,7.5496835093,20.3660716667,24.56874,0,5653000,24.7333333333,23.9333333333,39.9,0,32.7,26.5,3718000,0,0
14/07/2016 18:00:00,7.5503413624,20.0265816667,24.5754,0,5653000,25.2333333333,24.2,39.9,0,32.3333333333,26.5333333333,3718000,0,0
14/07/2016 18:15:00,7.4892800847,20.0332383333,24.5754,0,5653000,25.5333333333,24.4333333333,39.9,0,31.9666666667,26.5666666667,3718000,0,0
14/07/2016 18:30:00,7.5623633088,19.807025,24.5754,0,5653000,25.7333333333,24.6333333333,39.9,0,31.6,26.6,3718000,0,0
14/07/2016 18:45:00,7.5010436257,19.521075,24.6087,0,5653000,25.8333333333,24.8333333333,39.9,0,31.3,26.7,3718000,0,0
14/07/2016 19:00:00,7.4619630113,19.2451,24.60204,0,5653000,26.0333333333,25.0333333333,39.9,0,31.0333333333,26.6666666667,3718000,0,0
14/07/2016 19:15:00,7.4809157369,19.02565,24.6087,0,5653000,26.1,25.1,39.9,0,30.7,26.6666666667,3718000,0,0
14/07/2016 19:30:00,7.5599056338,18.982425,24.61203,0,5653000,26.1666666667,25.1666666667,39.9,0,30.4,26.7,3718000,0,0
14/07/2016 19:45:00,7.5901304739,19.0722,24.61203,0,5653000,26.3,25.2666666667,39.9,0,30.1333333333,26.7,3718000,0,0
14/07/2016 20:00:00,7.5844901714,18.7929,24.61869,0,5653000,26.4,25.3666666667,39.9,0,29.9,26.7333333333,3718000,0,0
14/07/2016 20:15:00,7.5779422711,18.58675,24.63201,0,5653000,26.5333333333,25.4333333333,39.8,0,29.6666666667,26.8,3718000,0,0
